"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008645","hexose transmembrane transport","10/352","121/18986",0.0826446280991736,4.45764462809917,5.2440668863842,8.63988066041144e-05,0.0115770089736648,0.00985359737067078,"SORBS1/PRKAG2/NR4A3/SORT1/PIK3R1/SLC45A1/KLF15/LEP/IRS2/ENPP1",10
"GO:0010827","regulation of D-glucose transmembrane transport","8/352","78/18986",0.102564102564103,5.53205128205128,5.51242770618157,9.77092558883898e-05,0.0115770089736648,0.00985359737067078,"SORBS1/PRKAG2/NR4A3/PIK3R1/KLF15/LEP/IRS2/ENPP1",8
"GO:0044060","regulation of endocrine process","6/352","41/18986",0.146341463414634,7.89329268292683,6.07288320962642,0.000101178230535285,0.0115770089736648,0.00985359737067078,"INHBA/CYP19A1/AGTR1/INHBB/C1QTNF1/LEP",6
"GO:0009065","glutamine family amino acid catabolic process","5/352","26/18986",0.192307692307692,10.3725961538462,6.57280879863424,0.000101634252407155,0.0115770089736648,0.00985359737067078,"PRODH/GLS/GLUL/ADHFE1/DDAH1",5
"GO:0015749","monosaccharide transmembrane transport","10/352","124/18986",0.0806451612903226,4.34979838709677,5.14350573427631,0.000106106668810334,0.0115770089736648,0.00985359737067078,"SORBS1/PRKAG2/NR4A3/SORT1/PIK3R1/SLC45A1/KLF15/LEP/IRS2/ENPP1",10
"GO:0046323","D-glucose import","8/352","79/18986",0.10126582278481,5.4620253164557,5.46207740621084,0.000106988984317862,0.0115770089736648,0.00985359737067078,"SORBS1/PRKAG2/SORT1/PIK3R1/KLF15/LEP/IRS2/ENPP1",8
"GO:0034446","substrate adhesion-dependent cell spreading","9/352","101/18986",0.0891089108910891,4.80631188118812,5.27145070678519,0.000109029768815467,0.0115770089736648,0.00985359737067078,"LIMS2/ITGA8/CARMIL1/KANK1/NEDD9/PIK3R1/PDPN/RAC3/MYADM",9
"GO:0032956","regulation of actin cytoskeleton organization","18/352","352/18986",0.0511363636363636,2.75816761363636,4.57616999206986,0.000109662634519479,0.0115770089736648,0.00985359737067078,"GPM6B/CARMIL1/RGCC/KANK1/NEDD9/PTK2B/WASF3/SSH2/PIK3R1/DAAM2/CDC42EP3/LMOD1/FAM107A/RAC3/MTSS1/SYNPO2/MYADM/NF2",18
"GO:0071375","cellular response to peptide hormone stimulus","17/352","321/18986",0.0529595015576324,2.8565031152648,4.61060363453208,0.000111401928232788,0.0115770089736648,0.00985359737067078,"CFLAR/PDK4/SORBS1/KANK1/NR4A3/INHBA/NR4A1/PPARG/PTPRE/AGTR1/PIK3R1/FOXO1/INHBB/LEP/AGTRAP/IRS2/ENPP1",17
"GO:0046324","regulation of D-glucose import","7/352","60/18986",0.116666666666667,6.29270833333333,5.64348995131747,0.000117787814625758,0.0115770089736648,0.00985359737067078,"SORBS1/PRKAG2/PIK3R1/KLF15/LEP/IRS2/ENPP1",7
"GO:0071453","cellular response to oxygen levels","12/352","178/18986",0.0674157303370786,3.63623595505618,4.85675905979323,0.000126083525823165,0.0115770089736648,0.00985359737067078,"CFLAR/RGCC/EPHA4/FOXO3/INHBA/HIF3A/PPARG/FOXO1/DDAH1/STC1/CBS/CITED2",12
"GO:0008585","female gonad development","9/352","103/18986",0.087378640776699,4.7129854368932,5.19313901681822,0.000126856986870062,0.0115770089736648,0.00985359737067078,"DMC1/FOXO3/INHBA/CYP19A1/ADAMTS1/INHBB/PTX3/LEP/ANG",9
"GO:0001503","ossification","21/352","456/18986",0.0460526315789474,2.48396381578947,4.40850776450432,0.000131815763829549,0.0115770089736648,0.00985359737067078,"GPM6B/COL11A1/FSTL3/CHRDL1/ZBTB16/PTK2B/PPARG/SORT1/FBN2/CCN1/CRIM1/STC1/CBS/DHRS3/PKDCC/AXIN2/ZHX3/LEP/TMT1A/ENPP1/CEBPD",21
"GO:0001936","regulation of endothelial cell proliferation","12/352","179/18986",0.0670391061452514,3.6159217877095,4.83298108220893,0.00013293525022207,0.0115770089736648,0.00985359737067078,"RGCC/NRP2/NR4A1/DLL4/PPARG/THBS1/AGTR1/XDH/HMGB2/COL4A3/LEP/ANG",12
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","17/352","326/18986",0.0521472392638037,2.81269171779141,4.53733157795293,0.00013416647797084,0.0115770089736648,0.00985359737067078,"FSTL3/ITGA8/CHRDL1/TSC22D1/INHBA/RASL11B/PPARG/THBS1/CILP/FBN2/CCN1/GDF7/CRIM1/TGFBR2/SAP30/CITED2/ING2",17
"GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","4/352","15/18986",0.266666666666667,14.3833333333333,7.12669871747905,0.000134865871019659,0.0115770089736648,0.00985359737067078,"LMO3/CITED2/LEP/ALOX15B",4
